,created_at,tweet_id,Location,tweet_text,screen_name,name,account_creation_date,urls,Likes,Retweet,label,final_tweet
1172,2021-03-09 10:48:44,1369238719258103812,"Raleigh, NC","['rt', '@', 'hypebeast', ':', '#', 'adidas', 'is', 'prepped', 'to', 'release', 'a', 'new', 'set', 'of', '#', 'yeezy', 'boost', '350', 'v2s', 'dubbed', '``', 'mono', 'pack', '.', ""''"", 'photo', ':', 'yeezy', 'mafia', 'learn', 'more', ':', 'https', ':', '…']",SoNortori_us,𝔓𝔩𝔞𝔶𝔟𝔬𝔦_ℭ𝔞𝔯𝔲$,Thu Apr 23 23:15:48 +0000 2009,[],0,94,1,"['rt', 'hypebeast', 'adidas', 'prepped', 'release', 'new', 'set', 'yeezy', 'boost', 'dub', 'mono', 'pack', 'photo', 'yeezy', 'mafia', 'learn', 'http']"
1173,2021-03-09 10:48:44,1369238717320269826,check my likes for my tweets ,"['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",Uncle_savage00,Uncle Savage,Sun May 29 20:11:59 +0000 2011,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1174,2021-03-09 10:48:43,1369238715932028928,Lagos,"['@', 'adolfsintern', '@', 'cfcmod_', 'hello', 'bro', '?', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even', 'london…', 'https', ':', '//t.co/ayyyoczfmd']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/ayyyoczFMD', 'expanded_url': 'https://twitter.com/i/web/status/1369238715932028928', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [125, 148]}]",0,0,1,"['adolfsintern', 'hello', 'bro', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'even', 'http']"
1176,2021-03-09 10:48:33,1369238674962055171,Lagos,"['@', 'calvarynyong', '@', 'cfcmod_', 'hello', 'bro', '?', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even', 'london…', 'https', ':', '//t.co/2fi0p96vdg']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/2fi0p96VDg', 'expanded_url': 'https://twitter.com/i/web/status/1369238674962055171', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [125, 148]}]",0,0,1,"['calvarynyong', 'hello', 'bro', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'even', 'http']"
1177,2021-03-09 10:48:32,1369238666644774915,"Lagos, Nigeria","['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",myfashionunit,Myfashionunit,Sat Aug 11 11:07:54 +0000 2018,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1178,2021-03-09 10:48:31,1369238663595315203,💫 𝐋𝐈𝐋𝐈𝐄☆ʟɪꜱᴀ ꜱᴏʟᴏ ꜱᴛᴀɴ☆,"['rt', '@', 'batgriisa', ':', 'adidas', 'korea', 'ig', 'update', 'with', 'lisa', 'https', ':', '//t.co/pwmfri6yie', 'https', ':', '//t.co/fyzfcsnuev']",acelisa_,ₚₚₑᵤᵖᵖᵉᵘ,Sat Feb 20 14:43:32 +0000 2016,"[{'url': 'https://t.co/PWMFRI6yie', 'expanded_url': 'https://www.instagram.com/p/CMMZ-bSFI1f/?igshid=pp5cwi4m5h5y', 'display_url': 'instagram.com/p/CMMZ-bSFI1f/…', 'indices': [49, 72]}]",0,51,0,"['rt', 'batgriisa', 'adidas', 'korea', 'ig', 'update', 'lisa', 'http', 'http']"
1179,2021-03-09 10:48:21,1369238623502147589,Lagos,"['@', 'chi4ie', '@', 'cfcmod_', 'hello', 'bro', '?', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even', 'london', 'used…', 'https', ':', '//t.co/alrfp0szd3']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/ALRfP0SzD3', 'expanded_url': 'https://twitter.com/i/web/status/1369238623502147589', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [124, 147]}]",0,0,1,"['hello', 'bro', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'even', 'london', 'http']"
1180,2021-03-09 10:48:13,1369238589113053184,Lagos,"['@', 'kolapo_alao', '@', 'cfcmod_', 'hello', 'bro', '?', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even', 'london…', 'https', ':', '//t.co/ccnq5udfbn']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/cCnq5UDFbN', 'expanded_url': 'https://twitter.com/i/web/status/1369238589113053184', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [124, 147]}]",0,0,1,"['hello', 'bro', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'even', 'http']"
1181,2021-03-09 10:48:08,1369238567399153670,he/him,"['rt', '@', 'hyuckuoise', ':', 'haechan', 'with', 'adidas', 'with', 'adidas', ',', 'haechan', 'looks', 'like', 'a', 'sports', 'athlete', 'ㅠㅠ', '💛', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', 'h…']",seonghuwe,Anang 🐭 // nærs🦋,Mon Dec 23 23:05:36 +0000 2019,[],0,6,0,"['rt', 'hyuckuoise', 'haechan', 'adidas', 'adidas', 'haechan', 'look', 'like', 'sport', 'athlete', 'ㅠㅠ', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬']"
1183,2021-03-09 10:48:03,1369238545928515587,Lagos,"['@', 'og__korede', '@', 'cfcmod_', 'hello', 'bro', '?', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even', 'london', 'u…', 'https', ':', '//t.co/gj9fodyhze']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/gJ9FoDyhZe', 'expanded_url': 'https://twitter.com/i/web/status/1369238545928515587', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [125, 148]}]",0,0,1,"['hello', 'bro', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'even', 'london', 'http']"
1184,2021-03-09 10:48:02,1369238543168634881,Lagos,"['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",Slimgene_,S L I M G E N E,Sun Dec 06 17:22:28 +0000 2015,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1185,2021-03-09 10:47:55,1369238513728819201,Nigeria,"['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",OdogwuAchina,Chudy,Fri Aug 21 10:07:55 +0000 2020,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1187,2021-03-09 10:47:54,1369238507693178881,Lagos,"['@', 'adekanmbiore_', '@', 'cfcmod_', 'hello', 'bro', '?', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even', 'londo…', 'https', ':', '//t.co/xaithzgrra']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/xaIthzGRrA', 'expanded_url': 'https://twitter.com/i/web/status/1369238507693178881', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [125, 148]}]",0,0,1,"['hello', 'bro', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'even', 'http']"
1188,2021-03-09 10:47:50,1369238491905863682,Find Me Wea You Find Me,"['can', '’', 't', 'disrespect', 'the', 'all', 'white', 'ups', 'with', 'an', 'adidas', 'track', 'suit', 'shìt', 'just', 'don', '’', 't', 'work', 'cuz', '🥴😩🤦🏾\u200d♂️']",Cuzinsonly,💂🏾‍♂️ Tommy Hill♿️er,Thu Jan 27 22:43:10 +0000 2011,[],1,0,0,"['disrespect', 'white', 'ups', 'adidas', 'track', 'suit', 'shìt', 'work', 'cuz']"
1189,2021-03-09 10:47:38,1369238441913942019,Lagos,"['@', 'kingfaisal24', '@', 'cfcmod_', 'hi', 'plz', 'check', 'this', 'out', 'i', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', ',', '&', 'amp', ';', 'other', 'accessories', ',', 'like', 'o…', 'https', ':', '//t.co/kznk0gktc6']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/KzNk0GktC6', 'expanded_url': 'https://twitter.com/i/web/status/1369238441913942019', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]",0,0,1,"['hi', 'plz', 'check', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', 'amp', 'accessory', 'like', 'http']"
1190,2021-03-09 10:47:26,1369238390735073281,Lagos,"['@', 'arsenal44464683', '@', 'cfcmod_', 'hello', 'bro', '?', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even', 'lon…', 'https', ':', '//t.co/fcmv7i5geo']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/fcMv7i5geO', 'expanded_url': 'https://twitter.com/i/web/status/1369238390735073281', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [125, 148]}]",0,0,1,"['hello', 'bro', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'even', 'http']"
1192,2021-03-09 10:47:10,1369238326167879680,Royal Capital Kadessa,"['@', 'sean_valentine_', 'outside', 'of', 'that', ',', 'any', 'athletic', 'shoe', 'will', 'do', 'for', 'other', 'gym', 'activities', '.', 'like', 'nike', ',', 'adidas', ',', 'or', 'asics', '.']",scientistmike35,Micháel🏁🚀✈️,Sat Apr 20 19:44:28 +0000 2013,[],0,0,-1,"['outside', 'athletic', 'shoe', 'gym', 'activity', 'like', 'nike', 'adidas', 'asics']"
1194,2021-03-09 10:47:08,1369238316667842565,Turn My Tweet 🔔🔛,"['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",unkubob_,"Your♚ Kamerican🇨🇲 Uncle®is Kind, so BOB🎸🍀",Tue Aug 06 02:13:46 +0000 2019,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1195,2021-03-09 10:47:05,1369238303325646852,"she/her, 6TEEN | haechan`s gf","['rt', '@', 'chanofsun', ':', 'haechan', 'with', 'adidas', 'haechan', 'has', 'the', 'perfect', 'body', ',', 'and', 'also', 'has', 'a', 'pretty', 'face', '.', 'so', ',', 'when', 'he', 'wears', 'a', 'shirt', 'or', 'a', 'brand', 'from', 'adi…']",haepiaa,piaa 짱 ー kinda ia 彡,Wed Oct 07 04:16:28 +0000 2020,[],0,6,1,"['rt', 'chanofsun', 'haechan', 'adidas', 'haechan', 'perfect', 'body', 'also', 'pretty', 'face', 'wear', 'shirt', 'brand']"
1196,2021-03-09 10:46:57,1369238271805579265,"she/her, 6TEEN | haechan`s gf","['rt', '@', 'moonteroids', ':', 'haechan', 'with', 'adidas', 'haechan', 'looks', 'so', 'good', 'with', 'adidas', '!', '!', '🤩💛', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', 'http…']",haepiaa,piaa 짱 ー kinda ia 彡,Wed Oct 07 04:16:28 +0000 2020,[],0,7,1,"['rt', 'moonteroids', 'haechan', 'adidas', 'haechan', 'look', 'good', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea']"
1197,2021-03-09 10:46:57,1369238269364408323,"Lagos, Nigeria","['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",shoetanopeyemi1,Yemi_Firstson,Wed Jan 08 15:18:24 +0000 2020,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1199,2021-03-09 10:46:54,1369238255753953280,"Lagos, Nigeria","['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",itz_lacreamy,👑Queen Monica👑,Sat Nov 02 22:36:08 +0000 2013,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1200,2021-03-09 10:46:53,1369238253660954626,No.23 | JENLISA IS REAL,"['rt', '@', 'jenlisa_house', ':', 'adidas', 'originals', 'korea', 'updated', 'ig', '#', 'lisa', '@', 'blackpink', 'https', ':', '//t.co/8snpxzhxmz']",JL23CC,🦄 โกลเด้นของนินิ 🌼,Thu Jan 10 22:19:13 +0000 2019,[],0,30,0,"['rt', 'adidas', 'original', 'korea', 'update', 'ig', 'lisa', 'blackpink', 'http']"
1201,2021-03-09 10:46:50,1369238241958789126,"she/her, 6TEEN | haechan`s gf","['rt', '@', 'eyyowwwchan66', ':', 'haechan', 'with', 'adidas', 'haechan', 'has', 'the', 'perfect', 'body', ',', 'and', 'also', 'has', 'a', 'pretty', 'face', '.', 'so', ',', 'when', 'he', 'wears', 'a', 'shirt', 'or', 'a', 'brand', 'from…']",haepiaa,piaa 짱 ー kinda ia 彡,Wed Oct 07 04:16:28 +0000 2020,[],0,7,1,"['rt', 'haechan', 'adidas', 'haechan', 'perfect', 'body', 'also', 'pretty', 'face', 'wear', 'shirt', 'brand']"
1202,2021-03-09 10:46:49,1369238236560777218,Lost in the moment,"['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",datgreatnigga,Billionaire Ambition 🙏🏾,Sun Sep 03 13:41:24 +0000 2017,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1203,2021-03-09 10:46:42,1369238206017863680,Nigeria,"['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",Jory_isek,💎,Tue Feb 16 05:26:57 +0000 2021,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1204,2021-03-09 10:46:41,1369238205019652096,"Uyo, Nigeria 🇳🇬","['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",audrey_macauley,ᴇᴛᴛᴇ ᴍʙᴀᴋᴀʀᴀ,Mon Sep 12 11:26:27 +0000 2011,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1206,2021-03-09 10:46:34,1369238172937420802,Under God’s grace 🤲,"['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",osetbaba,African Pikin ➐,Sat Jul 27 15:40:24 +0000 2013,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1207,2021-03-09 10:46:34,1369238171800723457,"Abuja, Nigeria","['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",Princemudi_,Moemudi 🌏🇳🇬🇺🇸Abuja fashion designer ✂️,Mon Jul 02 18:01:56 +0000 2012,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1208,2021-03-09 10:46:29,1369238154172104708,Anime World,"['50', '%', 'on', 'adidas', 'but', 'broke', '🙂']",CheesyChub,Yolk,Fri May 22 20:31:24 +0000 2020,[],0,0,0,"['adidas', 'break']"
1210,2021-03-09 10:46:27,1369238143816327173,𝐻𝑒𝑎𝑣𝑒𝑛,"['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",KingIanOfficial,Ian,Mon Jul 27 22:22:54 +0000 2020,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1211,2021-03-09 10:46:26,1369238140137975809,"Durban, South Africa","['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",______BBM,Mis Virgo ♍,Fri Mar 20 06:31:02 +0000 2020,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1212,2021-03-09 10:46:22,1369238121599164417,South Africa,"['rt', '@', 'saint', ':', 'adidas', 'x', 'bad', 'bunny', '🐰', 'https', ':', '//t.co/3in2zzwamo']",lepzaaa,Lepzaa,Wed Jan 27 15:17:08 +0000 2010,[],0,367,-1,"['rt', 'saint', 'adidas', 'x', 'bad', 'bunny', 'http']"
1215,2021-03-09 10:46:16,1369238096361951234,under the sun ☀ ,"['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",____Gustav,Sọ̀rọ̀ Sókè 🔊,Thu Sep 22 10:46:30 +0000 2016,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1216,2021-03-09 10:46:12,1369238080251699205,"Mbarara, Uganda","['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",AmDisan,Beine,Sat Aug 15 11:55:05 +0000 2020,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1217,2021-03-09 10:46:10,1369238074190929920,Arctic,"['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",kubalazila,Zila ⟬♛⟭,Wed Aug 03 10:58:34 +0000 2011,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1218,2021-03-09 10:46:09,1369238069338136577,Lagos,"['@', 'elijah_sodeke', '@', 'cfcmod_', 'hi', 'plz', 'check', 'this', 'out', 'i', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', ',', '&', 'amp', ';', 'other', 'accessories', ',', 'like…', 'https', ':', '//t.co/8c4wbfjfkn']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/8C4wBfJfKN', 'expanded_url': 'https://twitter.com/i/web/status/1369238069338136577', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [120, 143]}]",0,0,1,"['hi', 'plz', 'check', 'sell', 'original', 'samsung', 'bluetooth', 'ear', 'pod', 'amp', 'accessory', 'http']"
1219,2021-03-09 10:46:08,1369238065663860739,mars,"['rt', '@', 'us_blinks', ':', 'the', 'us', 'adidas', 'website', 'is', 'filled', 'with', 'blackpink', '!', 'head', 'to', 'the', 'adidas', 'site', '&', 'amp', ';', 'buy', 'all', 'the', 'clothes', 'that', 'the', 'girls', 'wear', '💕', '🔗', ':', 'http…']",allDayNdPink,sky,Tue Mar 29 06:36:42 +0000 2016,[],0,39,1,"['rt', 'u', 'adidas', 'website', 'fill', 'blackpink', 'head', 'adidas', 'site', 'amp', 'buy', 'clothes', 'girl', 'wear']"
1221,2021-03-09 10:46:01,1369238035146018818,Abu Dhabi,"['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",wale_tinny02,Ola Wa Le➐,Mon Sep 07 16:27:18 +0000 2015,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1222,2021-03-09 10:45:56,1369238012677267457,Lagos,"['@', 'elijah_sodeke', '@', 'cfcmod_', 'hello', 'bro', '?', 'pls', 'check', 'this', 'out', ',', 'i', 'sell', 'this', '&', 'amp', ';', 'more', ',', 'both', 'brand', 'new', '&', 'amp', ';', 'fairly', 'used', ',', 'even', 'londo…', 'https', ':', '//t.co/pnjs3yockl']",dkronikle,duru desmond,Thu Sep 15 16:17:13 +0000 2011,"[{'url': 'https://t.co/pNJS3yOCkL', 'expanded_url': 'https://twitter.com/i/web/status/1369238012677267457', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [125, 148]}]",0,0,1,"['hello', 'bro', 'pls', 'check', 'sell', 'amp', 'brand', 'new', 'amp', 'fairly', 'use', 'even', 'http']"
1223,2021-03-09 10:45:55,1369238011079254017,"Abuja, Nigeria","['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",mrrebelxo,𝙼𝚛 𝚁𝚎𝚋𝚎𝚕,Mon Jan 10 21:27:30 +0000 2011,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1224,2021-03-09 10:45:49,1369237984739008514,Kano ,"['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",3ple__a,ᗅ ℍ ℳ ᗅ ⅅ,Fri Jun 03 01:04:06 +0000 2016,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1225,2021-03-09 10:45:49,1369237983707226115,Nigeria to Australia ✈️,"['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",tha_koncept,Koncept♛,Sun Oct 03 14:57:33 +0000 2010,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1226,2021-03-09 10:45:47,1369237977252134914,"Dubai, United Arab Emirates","['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",MrATM4Real,A T MENSAH🇬🇭🇦🇪♋,Mon Aug 03 11:32:51 +0000 2020,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
1227,2021-03-09 10:45:46,1369237970381864963,TWITTER,"['rt', '@', 'basmatsneakers', ':', 'adidas', 'or', 'air', 'force', 'the', 'choice', 'is', 'yours', 'to', 'make', '🤷🏾\u200d♂️', 'available', 'in', 'sizes', '40-45', 'price', 'tag', 'is', 'ugx', '145,000', 'call/whatsapp', '+…']",Tkthereal1,🅾️ne kind Guy 💫,Mon Dec 05 23:06:24 +0000 2016,[],0,153,1,"['rt', 'basmatsneakers', 'adidas', 'air', 'force', 'choice', 'make', 'available', 'sizes', 'price', 'tag', 'ugx']"
